platform,risk_flag,url,text_for_sentiment,sentiment_family
TikTok,unanswered_question,https://www.tiktok.com/@afni.z/video/7241168082918575366,bagaimana bu klo lahan kami bayar pajaknya tpi perusahaan yg ambil lahannya?,negative
TikTok,conflict_land_tenure,https://www.tiktok.com/@afni.z/video/7241168082918575366,"chek kalsel, kaltim, kalteng dan setanah borneo",neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,"chek kalsel, kaltim, kalteng dan setanah borneo",neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,"Ibu Afni IDOLAKUUUUU, org Siak untuk masyarakat SIAK.. 😍😍😍",positive
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,makasih buk atas pencerahan nya sedikit demi sedikit saya mengerti aturan dan hukum tentang hutan,neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,"Dn yg mnciptkn konflik itu ada,siapa .....?? apkh rkyt jelata,pengusaha,negara,apa macan rimba....🙏🙏",neutral
TikTok,unanswered_question,https://www.tiktok.com/@afni.z/video/7241168082918575366,"Dn yg mnciptkn konflik itu ada,siapa .....?? apkh rkyt jelata,pengusaha,negara,apa macan rimba....🙏🙏",neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,ijin nanya buk. desa kami ikuti program tora. sudah di buat tapal batas. tp blm ada surat nya dari bplh,neutral
TikTok,unanswered_question,https://www.tiktok.com/@afni.z/video/7241168082918575366,ijin nanya buk. desa kami ikuti program tora. sudah di buat tapal batas. tp blm ada surat nya dari bplh,neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,"jaga kesehatan dan tetap semangat buk , salam dari kota Jambi ,",positive
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,ibu pintar berkarya terus ibu,neutral
TikTok,conflict_land_tenure,https://www.tiktok.com/@afni.z/video/7241168082918575366,katanya kalo hti itu sudah beberapa dekade. harus ada peleasan lahan untuk masyarakat ya bu,neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,katanya kalo hti itu sudah beberapa dekade. harus ada peleasan lahan untuk masyarakat ya bu,neutral
TikTok,unanswered_question,https://www.tiktok.com/@afni.z/video/7241168082918575366,katanya kalo hti itu sudah beberapa dekade. harus ada peleasan lahan untuk masyarakat ya bu,neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,yok semangat buk,positive
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,terimakasih atas edukasi nya smoga slalu membuka luas pengetahuan masyarakat,positive
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,iya buk boleh mengajukan itu semua namun tak pernah tercapai hasil yang di inginkan sesuai harapan,neutral
TikTok,unanswered_question,https://www.tiktok.com/@afni.z/video/7241168082918575366,iya buk boleh mengajukan itu semua namun tak pernah tercapai hasil yang di inginkan sesuai harapan,neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,"ijin bertanya bu, klo utk kasus seperti di tntn dan tahura itu bagaimana bu?",neutral
TikTok,unanswered_question,https://www.tiktok.com/@afni.z/video/7241168082918575366,"ijin bertanya bu, klo utk kasus seperti di tntn dan tahura itu bagaimana bu?",neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,"satu sisi, mereka menetapkan hutan yg masih produktif menjadi apl, kemudian masuklah kebun melakukan IPK, setelah habis kayu, lalu di telantarkan...",neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,sehat selalu kakak🙏🙏🙏,neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,bangga sama Afni🥰🥰🥰,neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,"nyata ya hutan alam mngkin hbis. contoh ya baru"" ini di KC.mandau daera BKM Bru pmbukaan Htan alam kurang lbh 1.300htr.",neutral
TikTok,conflict_land_tenure,https://www.tiktok.com/@afni.z/video/7241168082918575366,hutan untuk perusahaan.,negative
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,hutan untuk perusahaan.,negative
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,benar buk..semangat bela masyarakat kcl buk..,positive
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,Hidup rakyat Indonesia,neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,Boleh ajukan tp blm tentu di setujui,positive
TikTok,unanswered_question,https://www.tiktok.com/@afni.z/video/7241168082918575366,Boleh ajukan tp blm tentu di setujui,positive
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,mandiangin hadir Buk..🙏,positive
TikTok,conflict_land_tenure,https://www.tiktok.com/@afni.z/video/7241168082918575366,bu' klo melakukan penambangan di hutan lindung apakah boleh,negative
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,bu' klo melakukan penambangan di hutan lindung apakah boleh,negative
TikTok,unanswered_question,https://www.tiktok.com/@afni.z/video/7241168082918575366,bu' klo melakukan penambangan di hutan lindung apakah boleh,negative
TikTok,conflict_land_tenure,https://www.tiktok.com/@afni.z/video/7241168082918575366,kalau kebun msyarakat di jadikan hutan konservasi oleh perusahaan itu bagi mana ibu,neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,kalau kebun msyarakat di jadikan hutan konservasi oleh perusahaan itu bagi mana ibu,neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,saya salut sama ibuk ini sekali live donk buk,neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,bisa jadi pembicara di di kampung kami buk.,neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,perjuangkan nasib kampung kami buk kampung mandi angin,neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,salam buk.dari Rokan hulu,neutral
TikTok,conflict_land_tenure,https://www.tiktok.com/@afni.z/video/7241168082918575366,iya perusahaan lebih besar buk,negative
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,iya perusahaan lebih besar buk,negative
TikTok,conflict_land_tenure,https://www.tiktok.com/@afni.z/video/7241168082918575366,selamatkan untuk anak cucu ketimbang perusahaan,negative
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,selamatkan untuk anak cucu ketimbang perusahaan,negative
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,"punten bu, ibu lsm kah dinas lingkungan",neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,"ijin nanya Bu, apakah ibu bertugas cuma di Siak saja. Tidak sampai ke kab. Kuansing kah.?",neutral
TikTok,unanswered_question,https://www.tiktok.com/@afni.z/video/7241168082918575366,"ijin nanya Bu, apakah ibu bertugas cuma di Siak saja. Tidak sampai ke kab. Kuansing kah.?",neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,banyakin informasi seperti ini untuk masyarakat Bu👏,neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,ingin sekali ketemu dengan ibuk.,neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,sekedar opini nyataken,neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,sehat n sukses selalu kk.,positive
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,ngga ada kek gtu buk,neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,ekaliptus itu buk bukan akasia😅,neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,Tolong implementasinya buk.,neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,maunya pejabat2nya dan rakyat buat pabrik2 bersama dan berbagi,neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,kapan ke Pekanbaru kak.diskusi kita kak.saya dari Rohil kak,neutral
TikTok,unanswered_question,https://www.tiktok.com/@afni.z/video/7241168082918575366,kapan ke Pekanbaru kak.diskusi kita kak.saya dari Rohil kak,neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,di atas kalah terus desa2 itu buk sama pt.yg punya PT orang atas itu semua🥺,neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,mampir ke kampung kuala gasib buk 🙏🙏🙏,neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,kampung kami emank dikelilingi akasia buk,neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,semangat Bu salam sehat,positive
TikTok,conflict_land_tenure,https://www.tiktok.com/@afni.z/video/7241168082918575366,DAERAH KAMI APL DI TANAMI PERUSAHAAN AKKASIA bagai mna itu buk?,negative
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,DAERAH KAMI APL DI TANAMI PERUSAHAAN AKKASIA bagai mna itu buk?,negative
TikTok,unanswered_question,https://www.tiktok.com/@afni.z/video/7241168082918575366,DAERAH KAMI APL DI TANAMI PERUSAHAAN AKKASIA bagai mna itu buk?,negative
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,"itu bukan hutan buk,itu tanaman produksi.. yang namonyo hutan tidak seperti itu buk..🙏🙏",neutral
TikTok,conflict_land_tenure,https://www.tiktok.com/@afni.z/video/7241168082918575366,"mhn buk ,ibuk hadir ke Pulau Rupat,mari kita ke lapangan yg ada soal kawasan yg ibuk ungkap ini, beri peluang masyarakat Rupat agar ada penataan lahan",positive
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,"mhn buk ,ibuk hadir ke Pulau Rupat,mari kita ke lapangan yg ada soal kawasan yg ibuk ungkap ini, beri peluang masyarakat Rupat agar ada penataan lahan",positive
TikTok,unanswered_question,https://www.tiktok.com/@afni.z/video/7241168082918575366,"mhn buk ,ibuk hadir ke Pulau Rupat,mari kita ke lapangan yg ada soal kawasan yg ibuk ungkap ini, beri peluang masyarakat Rupat agar ada penataan lahan",positive
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,semangat perjuangan buk,positive
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,"mantap buk trus bri edukasi , pentingkan msyarakat kcil",positive
TikTok,conflict_land_tenure,https://www.tiktok.com/@afni.z/video/7241168082918575366,buk sehat slalu. main lah buk ke barang gansall inhu. banyak lahan berkomplik...,neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,buk sehat slalu. main lah buk ke barang gansall inhu. banyak lahan berkomplik...,neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,kapan rencana mau mampir lagi ke Mandiangin?,neutral
TikTok,unanswered_question,https://www.tiktok.com/@afni.z/video/7241168082918575366,kapan rencana mau mampir lagi ke Mandiangin?,neutral
TikTok,conflict_land_tenure,https://www.tiktok.com/@afni.z/video/7241168082918575366,numpanv tanya kka 🙏 gmna aturanyabjika ada pertambangan di wilayah perkebunan. apakah ada 2 izin atau bagai mana?,negative
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,numpanv tanya kka 🙏 gmna aturanyabjika ada pertambangan di wilayah perkebunan. apakah ada 2 izin atau bagai mana?,negative
TikTok,unanswered_question,https://www.tiktok.com/@afni.z/video/7241168082918575366,numpanv tanya kka 🙏 gmna aturanyabjika ada pertambangan di wilayah perkebunan. apakah ada 2 izin atau bagai mana?,negative
TikTok,conflict_land_tenure,https://www.tiktok.com/@afni.z/video/7241168082918575366,"izin buk,,, di Aceh Singkil,, belum ada keseimbangan, ke masyarakat,,,",negative
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,"izin buk,,, di Aceh Singkil,, belum ada keseimbangan, ke masyarakat,,,",negative
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,"kawasan pt. diamon gmna bu, disana masyarakat bnyk yg bertani sawit.",neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,kadang ngak sesuai ekspektasi,neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,"buk, kampung saya komplik kawasan dengan taman nasional, kampung kami sudah di klaim masuk dalam kawasan, ada solusi buk?",positive
TikTok,unanswered_question,https://www.tiktok.com/@afni.z/video/7241168082918575366,"buk, kampung saya komplik kawasan dengan taman nasional, kampung kami sudah di klaim masuk dalam kawasan, ada solusi buk?",positive
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,tetap smangat buk trus beri penjelasan2 aturan yg ada di pemerintah agar masyarakat paham yg berkebun di wlyah kawasan hutan🥰,neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,Ir.Kehutanan sejati.,neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,di Kuansing banyak juga buk,neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,yess bu afni z,neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,bagaimana klu di bagi per KK 2 ha bu?,neutral
TikTok,unanswered_question,https://www.tiktok.com/@afni.z/video/7241168082918575366,bagaimana klu di bagi per KK 2 ha bu?,neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,food estate apa kabar nya bu,neutral
TikTok,unanswered_question,https://www.tiktok.com/@afni.z/video/7241168082918575366,food estate apa kabar nya bu,neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,itu di desa Mandiangin ya bu,neutral
TikTok,conflict_land_tenure,https://www.tiktok.com/@afni.z/video/7241168082918575366,bu bagaimana mendapatkan informasi terkait area KBK dan KBNK.saya punya lahan adem ayem aja. tapi skrg karena issuenya jd KBK karena ada tambang,negative
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,bu bagaimana mendapatkan informasi terkait area KBK dan KBNK.saya punya lahan adem ayem aja. tapi skrg karena issuenya jd KBK karena ada tambang,negative
TikTok,unanswered_question,https://www.tiktok.com/@afni.z/video/7241168082918575366,bu bagaimana mendapatkan informasi terkait area KBK dan KBNK.saya punya lahan adem ayem aja. tapi skrg karena issuenya jd KBK karena ada tambang,negative
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,😂😂😂😂 boleh tertawa dulu buk,neutral
TikTok,unanswered_question,https://www.tiktok.com/@afni.z/video/7241168082918575366,😂😂😂😂 boleh tertawa dulu buk,neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,"mantap bu smangat trus ,",positive
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,kampung saya,neutral
TikTok,conflict_land_tenure,https://www.tiktok.com/@afni.z/video/7241168082918575366,di ajukan ke instansi mana y Bu utk pengolahan lahan nya...?,neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,di ajukan ke instansi mana y Bu utk pengolahan lahan nya...?,neutral
TikTok,unanswered_question,https://www.tiktok.com/@afni.z/video/7241168082918575366,di ajukan ke instansi mana y Bu utk pengolahan lahan nya...?,neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,prosedur pengajuan nyo mcm mn buk,neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,ngatasi pengangguran gmn buk,neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,gk percaya bagaimana dengan IKN,positive
TikTok,unanswered_question,https://www.tiktok.com/@afni.z/video/7241168082918575366,gk percaya bagaimana dengan IKN,positive
TikTok,conflict_land_tenure,https://www.tiktok.com/@afni.z/video/7241168082918575366,"bagi kami ,yang legalitas tanah menjadi lemah",neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,"bagi kami ,yang legalitas tanah menjadi lemah",neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,TNTN kabarnya..!,neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,mf semua yg ibuk sebut itu beber.tapi bagai mana yg awam.kalo ada g langsung turun ke pedesaan mungkin masyarakat saya yakin antusias tentang program,neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,ndacadalah itu bu.. 😂😂,neutral
TikTok,conflict_land_tenure,https://www.tiktok.com/@afni.z/video/7241168082918575366,"Bu mau naya untuk sekarang kalau didaerah Kalbar TORA masih berfokus pada pemukiman,Apakah untuk lahan garapan akan dilakukan program TORA juga bu ?",neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,"Bu mau naya untuk sekarang kalau didaerah Kalbar TORA masih berfokus pada pemukiman,Apakah untuk lahan garapan akan dilakukan program TORA juga bu ?",neutral
TikTok,unanswered_question,https://www.tiktok.com/@afni.z/video/7241168082918575366,"Bu mau naya untuk sekarang kalau didaerah Kalbar TORA masih berfokus pada pemukiman,Apakah untuk lahan garapan akan dilakukan program TORA juga bu ?",neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,kalimantan sdh di data kah bu,neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,itu bukan akasia buk tapi okaliptus....😁 dlu akasia tapi dah diganti....coba cek PT sRL dan SRL...di Padang lawas dan Paluta .,neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,Dikehutanan mana buk dinas nya,neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,melapor kemana bu kami kalah denyan uwang,neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,ah teori,neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,sehat selalu bu,neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,prusahaan itu gimna,neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,semangat berjuang bunda..,positive
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,"Retorikanya bagus,,sdh latihan.",positive
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,bamtu kami bu...tolong,neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,bagaimana dengan tesso nillo bu caleg?,neutral
TikTok,unanswered_question,https://www.tiktok.com/@afni.z/video/7241168082918575366,bagaimana dengan tesso nillo bu caleg?,neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,sy ke TNBBS y ampun prihatin hutannya🥺,neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,beda dgn fakta bu,neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,aku ikuti gerakan Bu...tapi halu juga,neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,atau csr,neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,Makasih kak 🙏🙏,neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,up up,neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,Jangan berat sebelah,neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,sesekali mampir di kampung kami temusai buk.....,neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,afni z z nya itu apasih..🤔🤔🤭🤭,neutral
TikTok,unanswered_question,https://www.tiktok.com/@afni.z/video/7241168082918575366,afni z z nya itu apasih..🤔🤔🤭🤭,neutral
TikTok,conflict_land_tenure,https://www.tiktok.com/@afni.z/video/7241168082918575366,"selamat pagi bu. ijin bertanya. kebetulan desa kami juga mengalami konflik demikian, dimana kawasan desa masuk dalam HGU perusahaan pengelola hakasia",negative
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,"selamat pagi bu. ijin bertanya. kebetulan desa kami juga mengalami konflik demikian, dimana kawasan desa masuk dalam HGU perusahaan pengelola hakasia",negative
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,jd nambah wawasan dgr konten ini..,neutral
TikTok,conflict_land_tenure,https://www.tiktok.com/@afni.z/video/7241168082918575366,bagaimana dengan wilayah pemukim warga masuk wilayah Hgu perusahaan sedangkan desa jauh duluan ada sebelum perusahaan,negative
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,bagaimana dengan wilayah pemukim warga masuk wilayah Hgu perusahaan sedangkan desa jauh duluan ada sebelum perusahaan,negative
TikTok,unanswered_question,https://www.tiktok.com/@afni.z/video/7241168082918575366,bagaimana dengan wilayah pemukim warga masuk wilayah Hgu perusahaan sedangkan desa jauh duluan ada sebelum perusahaan,negative
TikTok,conflict_land_tenure,https://www.tiktok.com/@afni.z/video/7241168082918575366,"ijin bertanya bagaimana dengan izin pertambangan yang berada di areal hutan produksi terbatas, yang jelas suda kontradiksi dengan misi folu net sink,",negative
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,"ijin bertanya bagaimana dengan izin pertambangan yang berada di areal hutan produksi terbatas, yang jelas suda kontradiksi dengan misi folu net sink,",negative
TikTok,unanswered_question,https://www.tiktok.com/@afni.z/video/7241168082918575366,"ijin bertanya bagaimana dengan izin pertambangan yang berada di areal hutan produksi terbatas, yang jelas suda kontradiksi dengan misi folu net sink,",negative
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,kalau hgu bu?,neutral
TikTok,unanswered_question,https://www.tiktok.com/@afni.z/video/7241168082918575366,kalau hgu bu?,neutral
TikTok,deforestation_criticism,https://www.tiktok.com/@afni.z/video/7241168082918575366,"mantap buk, tp jgn smpe ditungangi cukong ya 😊",positive
TikTok,climate_impact_concern,https://www.tiktok.com/@kemenhut_ri/video/7594277825205751061,Pak tolong 😭🙏🏽,neutral
TikTok,unanswered_question,https://www.tiktok.com/@kemenhut_ri/video/7594277825205751061,Pak tolong 😭🙏🏽,neutral
TikTok,climate_impact_concern,https://www.tiktok.com/@kemenhut_ri/video/7594277825205751061,Min gmn kabarnya hutan borneo juga knpa smpek bersih gak ada pohon sm skli,neutral
TikTok,unanswered_question,https://www.tiktok.com/@kemenhut_ri/video/7594277825205751061,Min gmn kabarnya hutan borneo juga knpa smpek bersih gak ada pohon sm skli,neutral
TikTok,climate_impact_concern,https://www.tiktok.com/@kemenhut_ri/video/7594277825205751061,"tolong mason elephant park pak banyak gajah di exploitasi, gajah hamil ditunggangi, gajah kecil di tunggangi, luka luka gajah nya , untuk minum mereka susah,, tolong pak",neutral
TikTok,unanswered_question,https://www.tiktok.com/@kemenhut_ri/video/7594277825205751061,"tolong mason elephant park pak banyak gajah di exploitasi, gajah hamil ditunggangi, gajah kecil di tunggangi, luka luka gajah nya , untuk minum mereka susah,, tolong pak",neutral
TikTok,climate_impact_concern,https://www.tiktok.com/@kemenhut_ri/video/7594277825205751061,Save gajah Mason park!!!,neutral
TikTok,unanswered_question,https://www.tiktok.com/@kemenhut_ri/video/7594277825205751061,Save gajah Mason park!!!,neutral
TikTok,climate_impact_concern,https://www.tiktok.com/@kemenhut_ri/video/7594277825205751061,"min gajah di mason bali masih ditunggangi,tolong lah mna komitmen kalian😭😭😭masa pemerintahan kalah sma mason",neutral
TikTok,unanswered_question,https://www.tiktok.com/@kemenhut_ri/video/7594277825205751061,"min gajah di mason bali masih ditunggangi,tolong lah mna komitmen kalian😭😭😭masa pemerintahan kalah sma mason",neutral
TikTok,conflict_land_tenure,https://www.tiktok.com/@kemenhut_ri/video/7594277825205751061,"lahan bekas tambang daerah kaltim bnyk tu bhkn di biarkan bertahun"" itu sbnrnya tujuannya apa? hbis di keruk lalu di biarkn",negative
TikTok,climate_impact_concern,https://www.tiktok.com/@kemenhut_ri/video/7594277825205751061,"lahan bekas tambang daerah kaltim bnyk tu bhkn di biarkan bertahun"" itu sbnrnya tujuannya apa? hbis di keruk lalu di biarkn",negative
TikTok,unanswered_question,https://www.tiktok.com/@kemenhut_ri/video/7594277825205751061,"lahan bekas tambang daerah kaltim bnyk tu bhkn di biarkan bertahun"" itu sbnrnya tujuannya apa? hbis di keruk lalu di biarkn",negative
TikTok,climate_impact_concern,https://www.tiktok.com/@kemenhut_ri/video/7594277825205751061,gajah mason,neutral
TikTok,unanswered_question,https://www.tiktok.com/@kemenhut_ri/video/7594277825205751061,gajah mason,neutral
TikTok,climate_impact_concern,https://www.tiktok.com/@kemenhut_ri/video/7594277825205751061,akibat pemanasan global,neutral
TikTok,unanswered_question,https://www.tiktok.com/@kemenhut_ri/video/7594277825205751061,akibat pemanasan global,neutral
TikTok,climate_impact_concern,https://www.tiktok.com/@kemenhut_ri/video/7594277825205751061,"gimana, hutan aja udah jadi kebun sawit",neutral
TikTok,unanswered_question,https://www.tiktok.com/@kemenhut_ri/video/7594277825205751061,"gimana, hutan aja udah jadi kebun sawit",neutral
TikTok,climate_impact_concern,https://www.tiktok.com/@kemenhut_ri/video/7594277825205751061,"Tolong kroscek gajah di Mason park min, ini sudah sangat memperhatin kan",neutral
TikTok,unanswered_question,https://www.tiktok.com/@kemenhut_ri/video/7594277825205751061,"Tolong kroscek gajah di Mason park min, ini sudah sangat memperhatin kan",neutral
TikTok,climate_impact_concern,https://www.tiktok.com/@kemenhut_ri/video/7594277825205751061,Gajah di Mason tolong perhatiannya. satwa dilindungi bukan dieksploitasi demi uang,neutral
TikTok,unanswered_question,https://www.tiktok.com/@kemenhut_ri/video/7594277825205751061,Gajah di Mason tolong perhatiannya. satwa dilindungi bukan dieksploitasi demi uang,neutral
TikTok,climate_impact_concern,https://www.tiktok.com/@kemenhut_ri/video/7594277825205751061,pa tolong itu MASON ELEPHANT PARK ditindak pa,neutral
TikTok,unanswered_question,https://www.tiktok.com/@kemenhut_ri/video/7594277825205751061,pa tolong itu MASON ELEPHANT PARK ditindak pa,neutral
TikTok,climate_impact_concern,https://www.tiktok.com/@kemenhut_ri/video/7263382272806587653,berasa ges panas😁,neutral
TikTok,unanswered_question,https://www.tiktok.com/@kemenhut_ri/video/7263382272806587653,berasa ges panas😁,neutral
TikTok,conflict_land_tenure,https://www.tiktok.com/@kemenhut_ri/video/7263382272806587653,izin bertanya pak/bu.. apakah sdh ada peraturan terkait penanganan limbah alat medis yg rusak/patah/dsb? terimakasih 😊🙏,negative
TikTok,deforestation_criticism,https://www.tiktok.com/@kemenhut_ri/video/7263382272806587653,izin bertanya pak/bu.. apakah sdh ada peraturan terkait penanganan limbah alat medis yg rusak/patah/dsb? terimakasih 😊🙏,negative
